ICD-10,Lab_Item,Original_ICD_Range
M0210,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0211,Stool culture,M021
M0211,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0212,Stool culture,M021
M0212,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0213,Stool culture,M021
M0213,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0214,Stool culture,M021
M0214,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0215,Stool culture,M021
M0215,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0216,Stool culture,M021
M0216,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0217,Stool culture,M021
M0217,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0218,Stool culture,M021
M0218,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M0219,Stool culture,M021
M0219,Stool bacterial pathogen NAAT if recent dysentery suspected,M021
M022,C-reactive protein,M022
M022,ESR,M022
M0220,C-reactive protein,M022
M0220,ESR,M022
M0221,C-reactive protein,M022
M0221,ESR,M022
M0222,C-reactive protein,M022
M0222,ESR,M022
M0223,C-reactive protein,M022
M0223,ESR,M022
M0224,C-reactive protein,M022
M0224,ESR,M022
M0225,C-reactive protein,M022
M0225,ESR,M022
M0226,C-reactive protein,M022
M0226,ESR,M022
M0227,C-reactive protein,M022
M0227,ESR,M022
M0228,C-reactive protein,M022
M0228,ESR,M022
M0229,C-reactive protein,M022
M0229,ESR,M022
M023,Chlamydia trachomatis DNA detection by NAAT,M023
M023,Neisseria gonorrhoeae DNA detection by NAAT,M023
M023,Stool culture if enteric trigger suspected,M023
M023,HLA-B27,M023
M0230,Chlamydia trachomatis DNA detection by NAAT,M023
M0230,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0230,Stool culture if enteric trigger suspected,M023
M0230,HLA-B27,M023
M0231,Chlamydia trachomatis DNA detection by NAAT,M023
M0231,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0231,Stool culture if enteric trigger suspected,M023
M0231,HLA-B27,M023
M0232,Chlamydia trachomatis DNA detection by NAAT,M023
M0232,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0232,Stool culture if enteric trigger suspected,M023
M0232,HLA-B27,M023
M0233,Chlamydia trachomatis DNA detection by NAAT,M023
M0233,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0233,Stool culture if enteric trigger suspected,M023
M0233,HLA-B27,M023
M0234,Chlamydia trachomatis DNA detection by NAAT,M023
M0234,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0234,Stool culture if enteric trigger suspected,M023
M0234,HLA-B27,M023
M0235,Chlamydia trachomatis DNA detection by NAAT,M023
M0235,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0235,Stool culture if enteric trigger suspected,M023
M0235,HLA-B27,M023
M0236,Chlamydia trachomatis DNA detection by NAAT,M023
M0236,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0236,Stool culture if enteric trigger suspected,M023
M0236,HLA-B27,M023
M0237,Chlamydia trachomatis DNA detection by NAAT,M023
M0237,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0237,Stool culture if enteric trigger suspected,M023
M0237,HLA-B27,M023
M0238,Chlamydia trachomatis DNA detection by NAAT,M023
M0238,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0238,Stool culture if enteric trigger suspected,M023
M0238,HLA-B27,M023
M0239,Chlamydia trachomatis DNA detection by NAAT,M023
M0239,Neisseria gonorrhoeae DNA detection by NAAT,M023
M0239,Stool culture if enteric trigger suspected,M023
M0239,HLA-B27,M023
M028,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M028,Stool culture,M028–M029
M028,HLA-B27,M028–M029
M0280,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0280,Stool culture,M028–M029
M0280,HLA-B27,M028–M029
M0281,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0281,Stool culture,M028–M029
M0281,HLA-B27,M028–M029
M0282,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0282,Stool culture,M028–M029
M0282,HLA-B27,M028–M029
M0283,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0283,Stool culture,M028–M029
M0283,HLA-B27,M028–M029
M0284,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0284,Stool culture,M028–M029
M0284,HLA-B27,M028–M029
M0285,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0285,Stool culture,M028–M029
M0285,HLA-B27,M028–M029
M0286,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0286,Stool culture,M028–M029
M0286,HLA-B27,M028–M029
M0287,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0287,Stool culture,M028–M029
M0287,HLA-B27,M028–M029
M0288,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0288,Stool culture,M028–M029
M0288,HLA-B27,M028–M029
M0289,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M0289,Stool culture,M028–M029
M0289,HLA-B27,M028–M029
M029,Chlamydia trachomatis DNA detection by NAAT,M028–M029
M029,Stool culture,M028–M029
M029,HLA-B27,M028–M029
M030,Meningococcal culture / DNA detection according to prior infection,M030
M0300,Meningococcal culture / DNA detection according to prior infection,M030
M0301,Meningococcal culture / DNA detection according to prior infection,M030
M0302,Meningococcal culture / DNA detection according to prior infection,M030
M0303,Meningococcal culture / DNA detection according to prior infection,M030
M0304,Meningococcal culture / DNA detection according to prior infection,M030
M0305,Meningococcal culture / DNA detection according to prior infection,M030
M0306,Meningococcal culture / DNA detection according to prior infection,M030
M0307,Meningococcal culture / DNA detection according to prior infection,M030
M0308,Meningococcal culture / DNA detection according to prior infection,M030
M0309,Meningococcal culture / DNA detection according to prior infection,M030
M031,RPR/VDRL,M031
M031,TPHA/TPPA/FTA-ABS,M031
M0310,RPR/VDRL,M031
M0310,TPHA/TPPA/FTA-ABS,M031
M0311,RPR/VDRL,M031
M0311,TPHA/TPPA/FTA-ABS,M031
M0312,RPR/VDRL,M031
M0312,TPHA/TPPA/FTA-ABS,M031
M0313,RPR/VDRL,M031
M0313,TPHA/TPPA/FTA-ABS,M031
M0314,RPR/VDRL,M031
M0314,TPHA/TPPA/FTA-ABS,M031
M0315,RPR/VDRL,M031
M0315,TPHA/TPPA/FTA-ABS,M031
M0316,RPR/VDRL,M031
M0316,TPHA/TPPA/FTA-ABS,M031
M0317,RPR/VDRL,M031
M0317,TPHA/TPPA/FTA-ABS,M031
M0318,RPR/VDRL,M031
M0318,TPHA/TPPA/FTA-ABS,M031
M0319,RPR/VDRL,M031
M0319,TPHA/TPPA/FTA-ABS,M031
M032,Laboratory test according to underlying infection,M032
M0320,Laboratory test according to underlying infection,M032
M0321,Laboratory test according to underlying infection,M032
M0322,Laboratory test according to underlying infection,M032
M0323,Laboratory test according to underlying infection,M032
M0324,Laboratory test according to underlying infection,M032
M0325,Laboratory test according to underlying infection,M032
M0326,Laboratory test according to underlying infection,M032
M0327,Laboratory test according to underlying infection,M032
M0328,Laboratory test according to underlying infection,M032
M0329,Laboratory test according to underlying infection,M032
M036,Laboratory test according to underlying disease,M036
M0360,Laboratory test according to underlying disease,M036
M0361,Laboratory test according to underlying disease,M036
M0362,Laboratory test according to underlying disease,M036
M0363,Laboratory test according to underlying disease,M036
M0364,Laboratory test according to underlying disease,M036
M0365,Laboratory test according to underlying disease,M036
M0366,Laboratory test according to underlying disease,M036
M0367,Laboratory test according to underlying disease,M036
M0368,Laboratory test according to underlying disease,M036
M0369,Laboratory test according to underlying disease,M036
M050,Rheumatoid factor,M050
M050,Anti-CCP antibody,M050
M050,Complete blood count,M050
M050,Absolute neutrophil count,M050
M0500,Rheumatoid factor,M050
M0500,Anti-CCP antibody,M050
M0500,Complete blood count,M050
M0500,Absolute neutrophil count,M050
M0501,Rheumatoid factor,M050
M0501,Anti-CCP antibody,M050
M0501,Complete blood count,M050
M0501,Absolute neutrophil count,M050
M0502,Rheumatoid factor,M050
M0502,Anti-CCP antibody,M050
M0502,Complete blood count,M050
M0502,Absolute neutrophil count,M050
M0503,Rheumatoid factor,M050
M0503,Anti-CCP antibody,M050
M0503,Complete blood count,M050
M0503,Absolute neutrophil count,M050
M0504,Rheumatoid factor,M050
M0504,Anti-CCP antibody,M050
M0504,Complete blood count,M050
M0504,Absolute neutrophil count,M050
M0505,Rheumatoid factor,M050
M0505,Anti-CCP antibody,M050
M0505,Complete blood count,M050
M0505,Absolute neutrophil count,M050
M0506,Rheumatoid factor,M050
M0506,Anti-CCP antibody,M050
M0506,Complete blood count,M050
M0506,Absolute neutrophil count,M050
M0507,Rheumatoid factor,M050
M0507,Anti-CCP antibody,M050
M0507,Complete blood count,M050
M0507,Absolute neutrophil count,M050
M0508,Rheumatoid factor,M050
M0508,Anti-CCP antibody,M050
M0508,Complete blood count,M050
M0508,Absolute neutrophil count,M050
M0509,Rheumatoid factor,M050
M0509,Anti-CCP antibody,M050
M0509,Complete blood count,M050
M0509,Absolute neutrophil count,M050
M051,Rheumatoid factor,M051–M059
M051,Anti-CCP antibody,M051–M059
M051,ESR,M051–M059
M051,C-reactive protein,M051–M059
M0510,Rheumatoid factor,M051–M059
M0510,Anti-CCP antibody,M051–M059
M0510,ESR,M051–M059
M0510,C-reactive protein,M051–M059
M0511,Rheumatoid factor,M051–M059
M0511,Anti-CCP antibody,M051–M059
M0511,ESR,M051–M059
M0511,C-reactive protein,M051–M059
M0512,Rheumatoid factor,M051–M059
M0512,Anti-CCP antibody,M051–M059
M0512,ESR,M051–M059
M0512,C-reactive protein,M051–M059
M0513,Rheumatoid factor,M051–M059
M0513,Anti-CCP antibody,M051–M059
M0513,ESR,M051–M059
M0513,C-reactive protein,M051–M059
M0514,Rheumatoid factor,M051–M059
M0514,Anti-CCP antibody,M051–M059
M0514,ESR,M051–M059
M0514,C-reactive protein,M051–M059
M0515,Rheumatoid factor,M051–M059
M0515,Anti-CCP antibody,M051–M059
M0515,ESR,M051–M059
M0515,C-reactive protein,M051–M059
M0516,Rheumatoid factor,M051–M059
M0516,Anti-CCP antibody,M051–M059
M0516,ESR,M051–M059
M0516,C-reactive protein,M051–M059
M0517,Rheumatoid factor,M051–M059
M0517,Anti-CCP antibody,M051–M059
M0517,ESR,M051–M059
M0517,C-reactive protein,M051–M059
M0518,Rheumatoid factor,M051–M059
M0518,Anti-CCP antibody,M051–M059
M0518,ESR,M051–M059
M0518,C-reactive protein,M051–M059
M0519,Rheumatoid factor,M051–M059
M0519,Anti-CCP antibody,M051–M059
M0519,ESR,M051–M059
M0519,C-reactive protein,M051–M059
M052,Rheumatoid factor,M051–M059
M052,Anti-CCP antibody,M051–M059
M052,ESR,M051–M059
M052,C-reactive protein,M051–M059
M0520,Rheumatoid factor,M051–M059
M0520,Anti-CCP antibody,M051–M059
M0520,ESR,M051–M059
M0520,C-reactive protein,M051–M059
M0521,Rheumatoid factor,M051–M059
M0521,Anti-CCP antibody,M051–M059
M0521,ESR,M051–M059
M0521,C-reactive protein,M051–M059
M0522,Rheumatoid factor,M051–M059
M0522,Anti-CCP antibody,M051–M059
M0522,ESR,M051–M059
M0522,C-reactive protein,M051–M059
M0523,Rheumatoid factor,M051–M059
M0523,Anti-CCP antibody,M051–M059
M0523,ESR,M051–M059
M0523,C-reactive protein,M051–M059
M0524,Rheumatoid factor,M051–M059
M0524,Anti-CCP antibody,M051–M059
M0524,ESR,M051–M059
M0524,C-reactive protein,M051–M059
M0525,Rheumatoid factor,M051–M059
M0525,Anti-CCP antibody,M051–M059
M0525,ESR,M051–M059
M0525,C-reactive protein,M051–M059
M0526,Rheumatoid factor,M051–M059
M0526,Anti-CCP antibody,M051–M059
M0526,ESR,M051–M059
M0526,C-reactive protein,M051–M059
M0527,Rheumatoid factor,M051–M059
M0527,Anti-CCP antibody,M051–M059
M0527,ESR,M051–M059
M0527,C-reactive protein,M051–M059
M0528,Rheumatoid factor,M051–M059
M0528,Anti-CCP antibody,M051–M059
M0528,ESR,M051–M059
M0528,C-reactive protein,M051–M059
M0529,Rheumatoid factor,M051–M059
M0529,Anti-CCP antibody,M051–M059
M0529,ESR,M051–M059
M0529,C-reactive protein,M051–M059
M053,Rheumatoid factor,M051–M059
M053,Anti-CCP antibody,M051–M059
M053,ESR,M051–M059
M053,C-reactive protein,M051–M059
M0530,Rheumatoid factor,M051–M059
M0530,Anti-CCP antibody,M051–M059
M0530,ESR,M051–M059
M0530,C-reactive protein,M051–M059
M0531,Rheumatoid factor,M051–M059
M0531,Anti-CCP antibody,M051–M059
M0531,ESR,M051–M059
M0531,C-reactive protein,M051–M059
M0532,Rheumatoid factor,M051–M059
M0532,Anti-CCP antibody,M051–M059
M0532,ESR,M051–M059
M0532,C-reactive protein,M051–M059
M0533,Rheumatoid factor,M051–M059
M0533,Anti-CCP antibody,M051–M059
M0533,ESR,M051–M059
M0533,C-reactive protein,M051–M059
M0534,Rheumatoid factor,M051–M059
M0534,Anti-CCP antibody,M051–M059
M0534,ESR,M051–M059
M0534,C-reactive protein,M051–M059
M0535,Rheumatoid factor,M051–M059
M0535,Anti-CCP antibody,M051–M059
M0535,ESR,M051–M059
M0535,C-reactive protein,M051–M059
M0536,Rheumatoid factor,M051–M059
M0536,Anti-CCP antibody,M051–M059
M0536,ESR,M051–M059
M0536,C-reactive protein,M051–M059
M0537,Rheumatoid factor,M051–M059
M0537,Anti-CCP antibody,M051–M059
M0537,ESR,M051–M059
M0537,C-reactive protein,M051–M059
M0538,Rheumatoid factor,M051–M059
M0538,Anti-CCP antibody,M051–M059
M0538,ESR,M051–M059
M0538,C-reactive protein,M051–M059
M0539,Rheumatoid factor,M051–M059
M0539,Anti-CCP antibody,M051–M059
M0539,ESR,M051–M059
M0539,C-reactive protein,M051–M059
M058,Rheumatoid factor,M051–M059
M058,Anti-CCP antibody,M051–M059
M058,ESR,M051–M059
M058,C-reactive protein,M051–M059
M0580,Rheumatoid factor,M051–M059
M0580,Anti-CCP antibody,M051–M059
M0580,ESR,M051–M059
M0580,C-reactive protein,M051–M059
M0581,Rheumatoid factor,M051–M059
M0581,Anti-CCP antibody,M051–M059
M0581,ESR,M051–M059
M0581,C-reactive protein,M051–M059
M0582,Rheumatoid factor,M051–M059
M0582,Anti-CCP antibody,M051–M059
M0582,ESR,M051–M059
M0582,C-reactive protein,M051–M059
M0583,Rheumatoid factor,M051–M059
M0583,Anti-CCP antibody,M051–M059
M0583,ESR,M051–M059
M0583,C-reactive protein,M051–M059
M0584,Rheumatoid factor,M051–M059
M0584,Anti-CCP antibody,M051–M059
M0584,ESR,M051–M059
M0584,C-reactive protein,M051–M059
M0585,Rheumatoid factor,M051–M059
M0585,Anti-CCP antibody,M051–M059
M0585,ESR,M051–M059
M0585,C-reactive protein,M051–M059
M0586,Rheumatoid factor,M051–M059
M0586,Anti-CCP antibody,M051–M059
M0586,ESR,M051–M059
M0586,C-reactive protein,M051–M059
M0587,Rheumatoid factor,M051–M059
M0587,Anti-CCP antibody,M051–M059
M0587,ESR,M051–M059
M0587,C-reactive protein,M051–M059
M0588,Rheumatoid factor,M051–M059
M0588,Anti-CCP antibody,M051–M059
M0588,ESR,M051–M059
M0588,C-reactive protein,M051–M059
M0589,Rheumatoid factor,M051–M059
M0589,Anti-CCP antibody,M051–M059
M0589,ESR,M051–M059
M0589,C-reactive protein,M051–M059
M059,Rheumatoid factor,M051–M059
M059,Anti-CCP antibody,M051–M059
M059,ESR,M051–M059
M059,C-reactive protein,M051–M059
M052,Rheumatoid factor,M052
M052,Anti-CCP antibody,M052
M052,ESR,M052
M052,C-reactive protein,M052
M052,ANCA,M052
M052,Complement C3,M052
M052,Complement C4,M052
M0520,Rheumatoid factor,M052
M0520,Anti-CCP antibody,M052
M0520,ESR,M052
M0520,C-reactive protein,M052
M0520,ANCA,M052
M0520,Complement C3,M052
M0520,Complement C4,M052
M0521,Rheumatoid factor,M052
M0521,Anti-CCP antibody,M052
M0521,ESR,M052
M0521,C-reactive protein,M052
M0521,ANCA,M052
M0521,Complement C3,M052
M0521,Complement C4,M052
M0522,Rheumatoid factor,M052
M0522,Anti-CCP antibody,M052
M0522,ESR,M052
M0522,C-reactive protein,M052
M0522,ANCA,M052
M0522,Complement C3,M052
M0522,Complement C4,M052
M0523,Rheumatoid factor,M052
M0523,Anti-CCP antibody,M052
M0523,ESR,M052
M0523,C-reactive protein,M052
M0523,ANCA,M052
M0523,Complement C3,M052
M0523,Complement C4,M052
M0524,Rheumatoid factor,M052
M0524,Anti-CCP antibody,M052
M0524,ESR,M052
M0524,C-reactive protein,M052
M0524,ANCA,M052
M0524,Complement C3,M052
M0524,Complement C4,M052
M0525,Rheumatoid factor,M052
M0525,Anti-CCP antibody,M052
M0525,ESR,M052
M0525,C-reactive protein,M052
M0525,ANCA,M052
M0525,Complement C3,M052
M0525,Complement C4,M052
M0526,Rheumatoid factor,M052
M0526,Anti-CCP antibody,M052
M0526,ESR,M052
M0526,C-reactive protein,M052
M0526,ANCA,M052
M0526,Complement C3,M052
M0526,Complement C4,M052
M0527,Rheumatoid factor,M052
M0527,Anti-CCP antibody,M052
M0527,ESR,M052
M0527,C-reactive protein,M052
M0527,ANCA,M052
M0527,Complement C3,M052
M0527,Complement C4,M052
M0528,Rheumatoid factor,M052
M0528,Anti-CCP antibody,M052
M0528,ESR,M052
M0528,C-reactive protein,M052
M0528,ANCA,M052
M0528,Complement C3,M052
M0528,Complement C4,M052
M0529,Rheumatoid factor,M052
M0529,Anti-CCP antibody,M052
M0529,ESR,M052
M0529,C-reactive protein,M052
